# 1. Arc ID| 2. Arc first node| 3. Arc second node| 4. Arc capacity| 5. Custom Arc Length
A11948|NC177|NC231|1E6|
A11949|NC177|NC233|1E6|
A11950|NC177|NC234|1E6|
A11951|NC177|NC236|1E6|
A11952|NC177|NC237|1E6|
A11953|NC177|NC238|1E6|
A11954|NC177|NC240|1E6|
A11955|NC177|NC241|1E6|
A11956|NC177|NC242|1E6|
A11957|NC177|NC243|1E6|
A11958|NC177|NC245|1E6|
A11959|NC178|NC002|1E6|
A11960|NC178|NC003|1E6|
A11961|NC178|NC004|1E6|
A11962|NC178|NC005|1E6|
A11963|NC178|NC006|1E6|
A11964|NC178|NC007|1E6|
A11965|NC178|NC008|1E6|
A11966|NC178|NC013|1E6|
A11967|NC178|NC015|1E6|
A11968|NC178|NC025|1E6|
A11969|NC178|NC026|1E6|
A11970|NC178|NC029|1E6|
A11971|NC178|NC031|1E6|
A11972|NC178|NC032|1E6|
A11973|NC178|NC034|1E6|
A11974|NC178|NC040|1E6|
A11975|NC178|NC041|1E6|
A11976|NC178|NC042|1E6|
A11977|NC178|NC043|1E6|
A11978|NC178|NC044|1E6|
A11979|NC178|NC045|1E6|
A11980|NC178|NC048|1E6|
A11981|NC178|NC049|1E6|
A11982|NC178|NC050|1E6|
A11983|NC178|NC051|1E6|
A11984|NC178|NC052|1E6|
A11985|NC178|NC054|1E6|
A11986|NC178|NC061|1E6|
A11987|NC178|NC063|1E6|
A11988|NC178|NC064|1E6|
A11989|NC178|NC065|1E6|
A11990|NC178|NC066|1E6|
A11991|NC178|NC068|1E6|
A11992|NC178|NC069|1E6|
A11993|NC178|NC070|1E6|
A11994|NC178|NC071|1E6|
A11995|NC178|NC074|1E6|
A11996|NC178|NC076|1E6|
A11997|NC178|NC080|1E6|
A11998|NC178|NC086|1E6|
A11999|NC178|NC089|1E6|
A12000|NC178|NC090|1E6|
A12001|NC178|NC092|1E6|
A12002|NC178|NC093|1E6|
A12003|NC178|NC095|1E6|
A12004|NC178|NC097|1E6|
A12005|NC178|NC101|1E6|
A12006|NC178|NC105|1E6|
A12007|NC178|NC106|1E6|
A12008|NC178|NC107|1E6|
A12009|NC178|NC109|1E6|
A12010|NC178|NC110|1E6|
A12011|NC178|NC111|1E6|
A12012|NC178|NC115|1E6|
A12013|NC178|NC116|1E6|
A12014|NC178|NC120|1E6|
A12015|NC178|NC121|1E6|
A12016|NC178|NC128|1E6|
A12017|NC178|NC130|1E6|
A12018|NC178|NC132|1E6|
A12019|NC178|NC133|1E6|
A12020|NC178|NC136|1E6|
A12021|NC178|NC143|1E6|
A12022|NC178|NC146|1E6|
A12023|NC178|NC150|1E6|
A12024|NC178|NC152|1E6|
A12025|NC178|NC154|1E6|
A12026|NC178|NC157|1E6|
A12027|NC178|NC158|1E6|
A12028|NC178|NC160|1E6|
A12029|NC178|NC161|1E6|
A12030|NC178|NC162|1E6|
A12031|NC178|NC166|1E6|
A12032|NC178|NC167|1E6|
A12033|NC178|NC168|1E6|
A12034|NC178|NC173|1E6|
A12035|NC178|NC174|1E6|
A12036|NC178|NC175|1E6|
A12037|NC178|NC179|1E6|
A12038|NC178|NC189|1E6|
A12039|NC178|NC190|1E6|
A12040|NC178|NC192|1E6|
A12041|NC178|NC193|1E6|
A12042|NC178|NC194|1E6|
A12043|NC178|NC195|1E6|
A12044|NC178|NC196|1E6|
A12045|NC178|NC197|1E6|
A12046|NC178|NC198|1E6|
A12047|NC178|NC199|1E6|
A12048|NC178|NC200|1E6|
A12049|NC178|NC201|1E6|
A12050|NC178|NC202|1E6|
A12051|NC178|NC203|1E6|
A12052|NC178|NC205|1E6|
A12053|NC178|NC206|1E6|
A12054|NC178|NC207|1E6|
A12055|NC178|NC213|1E6|
A12056|NC178|NC215|1E6|
A12057|NC178|NC216|1E6|
A12058|NC178|NC217|1E6|
A12059|NC178|NC219|1E6|
A12060|NC178|NC220|1E6|
A12061|NC178|NC222|1E6|
A12062|NC178|NC223|1E6|
A12063|NC178|NC224|1E6|
A12064|NC178|NC227|1E6|
A12065|NC178|NC228|1E6|
A12066|NC178|NC229|1E6|
A12067|NC178|NC230|1E6|
A12068|NC178|NC231|1E6|
A12069|NC178|NC233|1E6|
A12070|NC178|NC234|1E6|
A12071|NC178|NC236|1E6|
A12072|NC178|NC237|1E6|
A12073|NC178|NC238|1E6|
A12074|NC178|NC240|1E6|
A12075|NC178|NC241|1E6|
A12076|NC178|NC242|1E6|
A12077|NC178|NC243|1E6|
A12078|NC178|NC245|1E6|
A12079|NC179|NMAD|1E6|
A12080|NC180|NC002|1E6|
A12081|NC180|NC003|1E6|
A12082|NC180|NC004|1E6|
A12083|NC180|NC005|1E6|
A12084|NC180|NC006|1E6|
A12085|NC180|NC007|1E6|
A12086|NC180|NC008|1E6|
A12087|NC180|NC013|1E6|
A12088|NC180|NC015|1E6|
A12089|NC180|NC025|1E6|
A12090|NC180|NC026|1E6|
A12091|NC180|NC029|1E6|
A12092|NC180|NC031|1E6|
A12093|NC180|NC032|1E6|
A12094|NC180|NC034|1E6|
A12095|NC180|NC040|1E6|
A12096|NC180|NC041|1E6|
A12097|NC180|NC042|1E6|
A12098|NC180|NC043|1E6|
A12099|NC180|NC044|1E6|
A12100|NC180|NC045|1E6|
A12101|NC180|NC048|1E6|
A12102|NC180|NC049|1E6|
A12103|NC180|NC050|1E6|
A12104|NC180|NC051|1E6|
A12105|NC180|NC052|1E6|
A12106|NC180|NC054|1E6|
A12107|NC180|NC061|1E6|
A12108|NC180|NC063|1E6|
A12109|NC180|NC064|1E6|
A12110|NC180|NC065|1E6|
A12111|NC180|NC066|1E6|
A12112|NC180|NC068|1E6|
A12113|NC180|NC069|1E6|
A12114|NC180|NC070|1E6|
A12115|NC180|NC071|1E6|
A12116|NC180|NC074|1E6|
A12117|NC180|NC076|1E6|
A12118|NC180|NC080|1E6|
A12119|NC180|NC086|1E6|
A12120|NC180|NC089|1E6|
A12121|NC180|NC090|1E6|
A12122|NC180|NC092|1E6|
A12123|NC180|NC093|1E6|
A12124|NC180|NC095|1E6|
A12125|NC180|NC097|1E6|
A12126|NC180|NC101|1E6|
A12127|NC180|NC105|1E6|
A12128|NC180|NC106|1E6|
A12129|NC180|NC107|1E6|
A12130|NC180|NC109|1E6|
A12131|NC180|NC110|1E6|
A12132|NC180|NC111|1E6|
A12133|NC180|NC115|1E6|
A12134|NC180|NC116|1E6|
A12135|NC180|NC120|1E6|
A12136|NC180|NC121|1E6|
A12137|NC180|NC128|1E6|
A12138|NC180|NC130|1E6|
A12139|NC180|NC132|1E6|
A12140|NC180|NC133|1E6|
A12141|NC180|NC136|1E6|
A12142|NC180|NC143|1E6|
A12143|NC180|NC146|1E6|
A12144|NC180|NC150|1E6|
A12145|NC180|NC152|1E6|
A12146|NC180|NC154|1E6|
A12147|NC180|NC157|1E6|
A12148|NC180|NC158|1E6|
A12149|NC180|NC160|1E6|
A12150|NC180|NC161|1E6|
A12151|NC180|NC162|1E6|
A12152|NC180|NC166|1E6|
A12153|NC180|NC167|1E6|
A12154|NC180|NC168|1E6|
A12155|NC180|NC173|1E6|
A12156|NC180|NC174|1E6|
A12157|NC180|NC175|1E6|
A12158|NC180|NC179|1E6|
A12159|NC180|NC189|1E6|
A12160|NC180|NC190|1E6|
A12161|NC180|NC192|1E6|
A12162|NC180|NC193|1E6|
A12163|NC180|NC194|1E6|
A12164|NC180|NC195|1E6|
A12165|NC180|NC196|1E6|
A12166|NC180|NC197|1E6|
A12167|NC180|NC198|1E6|
A12168|NC180|NC199|1E6|
A12169|NC180|NC200|1E6|
A12170|NC180|NC201|1E6|
A12171|NC180|NC202|1E6|
A12172|NC180|NC203|1E6|
A12173|NC180|NC205|1E6|
A12174|NC180|NC206|1E6|
A12175|NC180|NC207|1E6|
A12176|NC180|NC213|1E6|
A12177|NC180|NC215|1E6|
A12178|NC180|NC216|1E6|
A12179|NC180|NC217|1E6|
A12180|NC180|NC219|1E6|
A12181|NC180|NC220|1E6|
A12182|NC180|NC222|1E6|
A12183|NC180|NC223|1E6|
A12184|NC180|NC224|1E6|
A12185|NC180|NC227|1E6|
A12186|NC180|NC228|1E6|
A12187|NC180|NC229|1E6|
A12188|NC180|NC230|1E6|
A12189|NC180|NC231|1E6|
A12190|NC180|NC233|1E6|
A12191|NC180|NC234|1E6|
A12192|NC180|NC236|1E6|
A12193|NC180|NC237|1E6|
A12194|NC180|NC238|1E6|
A12195|NC180|NC240|1E6|
A12196|NC180|NC241|1E6|
A12197|NC180|NC242|1E6|
A12198|NC180|NC243|1E6|
A12199|NC180|NC245|1E6|
A12200|NC181|NC002|1E6|
A12201|NC181|NC003|1E6|
A12202|NC181|NC004|1E6|
A12203|NC181|NC005|1E6|
A12204|NC181|NC006|1E6|
A12205|NC181|NC007|1E6|
A12206|NC181|NC008|1E6|
A12207|NC181|NC013|1E6|
A12208|NC181|NC015|1E6|
A12209|NC181|NC025|1E6|
A12210|NC181|NC026|1E6|
A12211|NC181|NC029|1E6|
A12212|NC181|NC031|1E6|
A12213|NC181|NC032|1E6|
A12214|NC181|NC034|1E6|
A12215|NC181|NC040|1E6|
A12216|NC181|NC041|1E6|
A12217|NC181|NC042|1E6|
A12218|NC181|NC043|1E6|
A12219|NC181|NC044|1E6|
A12220|NC181|NC045|1E6|
A12221|NC181|NC048|1E6|
A12222|NC181|NC049|1E6|
A12223|NC181|NC050|1E6|
A12224|NC181|NC051|1E6|
A12225|NC181|NC052|1E6|
A12226|NC181|NC054|1E6|
A12227|NC181|NC061|1E6|
A12228|NC181|NC063|1E6|
A12229|NC181|NC064|1E6|
A12230|NC181|NC065|1E6|
A12231|NC181|NC066|1E6|
A12232|NC181|NC068|1E6|
A12233|NC181|NC069|1E6|
A12234|NC181|NC070|1E6|
A12235|NC181|NC071|1E6|
A12236|NC181|NC074|1E6|
A12237|NC181|NC076|1E6|
A12238|NC181|NC080|1E6|
A12239|NC181|NC086|1E6|
A12240|NC181|NC089|1E6|
A12241|NC181|NC090|1E6|
A12242|NC181|NC092|1E6|
A12243|NC181|NC093|1E6|
A12244|NC181|NC095|1E6|
A12245|NC181|NC097|1E6|
A12246|NC181|NC101|1E6|
A12247|NC181|NC105|1E6|
A12248|NC181|NC106|1E6|
A12249|NC181|NC107|1E6|
A12250|NC181|NC109|1E6|
A12251|NC181|NC110|1E6|
A12252|NC181|NC111|1E6|
A12253|NC181|NC115|1E6|
A12254|NC181|NC116|1E6|
A12255|NC181|NC120|1E6|
A12256|NC181|NC121|1E6|
A12257|NC181|NC128|1E6|
A12258|NC181|NC130|1E6|
A12259|NC181|NC132|1E6|
A12260|NC181|NC133|1E6|
A12261|NC181|NC136|1E6|
A12262|NC181|NC143|1E6|
A12263|NC181|NC146|1E6|
A12264|NC181|NC150|1E6|
A12265|NC181|NC152|1E6|
A12266|NC181|NC154|1E6|
A12267|NC181|NC157|1E6|
A12268|NC181|NC158|1E6|
A12269|NC181|NC160|1E6|
A12270|NC181|NC161|1E6|
A12271|NC181|NC162|1E6|
A12272|NC181|NC166|1E6|
A12273|NC181|NC167|1E6|
A12274|NC181|NC168|1E6|
A12275|NC181|NC173|1E6|
A12276|NC181|NC174|1E6|
A12277|NC181|NC175|1E6|
A12278|NC181|NC179|1E6|
A12279|NC181|NC189|1E6|
A12280|NC181|NC190|1E6|
A12281|NC181|NC192|1E6|
A12282|NC181|NC193|1E6|
A12283|NC181|NC194|1E6|
A12284|NC181|NC195|1E6|
A12285|NC181|NC196|1E6|
A12286|NC181|NC197|1E6|
A12287|NC181|NC198|1E6|
A12288|NC181|NC199|1E6|
A12289|NC181|NC200|1E6|
A12290|NC181|NC201|1E6|
A12291|NC181|NC202|1E6|
A12292|NC181|NC203|1E6|
A12293|NC181|NC205|1E6|
A12294|NC181|NC206|1E6|
A12295|NC181|NC207|1E6|
A12296|NC181|NC213|1E6|
A12297|NC181|NC215|1E6|
A12298|NC181|NC216|1E6|
A12299|NC181|NC217|1E6|
A12300|NC181|NC219|1E6|
A12301|NC181|NC220|1E6|
A12302|NC181|NC222|1E6|
A12303|NC181|NC223|1E6|
A12304|NC181|NC224|1E6|
A12305|NC181|NC227|1E6|
A12306|NC181|NC228|1E6|
A12307|NC181|NC229|1E6|
A12308|NC181|NC230|1E6|
A12309|NC181|NC231|1E6|
A12310|NC181|NC233|1E6|
A12311|NC181|NC234|1E6|
A12312|NC181|NC236|1E6|
A12313|NC181|NC237|1E6|
A12314|NC181|NC238|1E6|
A12315|NC181|NC240|1E6|
A12316|NC181|NC241|1E6|
A12317|NC181|NC242|1E6|
A12318|NC181|NC243|1E6|
A12319|NC181|NC245|1E6|
A12320|NC182|NC002|1E6|
A12321|NC182|NC003|1E6|
A12322|NC182|NC004|1E6|
A12323|NC182|NC005|1E6|
A12324|NC182|NC006|1E6|
A12325|NC182|NC007|1E6|
A12326|NC182|NC008|1E6|
A12327|NC182|NC013|1E6|
A12328|NC182|NC015|1E6|
A12329|NC182|NC025|1E6|
A12330|NC182|NC026|1E6|
A12331|NC182|NC029|1E6|
A12332|NC182|NC031|1E6|
A12333|NC182|NC032|1E6|
A12334|NC182|NC034|1E6|
A12335|NC182|NC040|1E6|
A12336|NC182|NC041|1E6|
A12337|NC182|NC042|1E6|
A12338|NC182|NC043|1E6|
A12339|NC182|NC044|1E6|
A12340|NC182|NC045|1E6|
A12341|NC182|NC048|1E6|
A12342|NC182|NC049|1E6|
A12343|NC182|NC050|1E6|
A12344|NC182|NC051|1E6|
A12345|NC182|NC052|1E6|
A12346|NC182|NC054|1E6|
A12347|NC182|NC061|1E6|
A12348|NC182|NC063|1E6|
A12349|NC182|NC064|1E6|
A12350|NC182|NC065|1E6|
A12351|NC182|NC066|1E6|
A12352|NC182|NC068|1E6|
A12353|NC182|NC069|1E6|
A12354|NC182|NC070|1E6|
A12355|NC182|NC071|1E6|
A12356|NC182|NC074|1E6|
A12357|NC182|NC076|1E6|
A12358|NC182|NC080|1E6|
A12359|NC182|NC086|1E6|
A12360|NC182|NC089|1E6|
A12361|NC182|NC090|1E6|
A12362|NC182|NC092|1E6|
A12363|NC182|NC093|1E6|
A12364|NC182|NC095|1E6|
A12365|NC182|NC097|1E6|
A12366|NC182|NC101|1E6|
A12367|NC182|NC105|1E6|
A12368|NC182|NC106|1E6|
A12369|NC182|NC107|1E6|
A12370|NC182|NC109|1E6|
A12371|NC182|NC110|1E6|
A12372|NC182|NC111|1E6|
A12373|NC182|NC115|1E6|
A12374|NC182|NC116|1E6|
A12375|NC182|NC120|1E6|
A12376|NC182|NC121|1E6|
A12377|NC182|NC128|1E6|
A12378|NC182|NC130|1E6|
A12379|NC182|NC132|1E6|
A12380|NC182|NC133|1E6|
A12381|NC182|NC136|1E6|
A12382|NC182|NC143|1E6|
A12383|NC182|NC146|1E6|
A12384|NC182|NC150|1E6|
A12385|NC182|NC152|1E6|
A12386|NC182|NC154|1E6|
A12387|NC182|NC157|1E6|
A12388|NC182|NC158|1E6|
A12389|NC182|NC160|1E6|
A12390|NC182|NC161|1E6|
A12391|NC182|NC162|1E6|
A12392|NC182|NC166|1E6|
A12393|NC182|NC167|1E6|
A12394|NC182|NC168|1E6|
A12395|NC182|NC173|1E6|
A12396|NC182|NC174|1E6|
A12397|NC182|NC175|1E6|
A12398|NC182|NC179|1E6|
A12399|NC182|NC189|1E6|
A12400|NC182|NC190|1E6|
A12401|NC182|NC192|1E6|
A12402|NC182|NC193|1E6|
A12403|NC182|NC194|1E6|
A12404|NC182|NC195|1E6|
A12405|NC182|NC196|1E6|
A12406|NC182|NC197|1E6|
A12407|NC182|NC198|1E6|
A12408|NC182|NC199|1E6|
A12409|NC182|NC200|1E6|
A12410|NC182|NC201|1E6|
A12411|NC182|NC202|1E6|
A12412|NC182|NC203|1E6|
A12413|NC182|NC205|1E6|
A12414|NC182|NC206|1E6|
A12415|NC182|NC207|1E6|
A12416|NC182|NC213|1E6|
A12417|NC182|NC215|1E6|
A12418|NC182|NC216|1E6|
A12419|NC182|NC217|1E6|
A12420|NC182|NC219|1E6|
A12421|NC182|NC220|1E6|
A12422|NC182|NC222|1E6|
A12423|NC182|NC223|1E6|
A12424|NC182|NC224|1E6|
A12425|NC182|NC227|1E6|
A12426|NC182|NC228|1E6|
A12427|NC182|NC229|1E6|
A12428|NC182|NC230|1E6|
A12429|NC182|NC231|1E6|
A12430|NC182|NC233|1E6|
A12431|NC182|NC234|1E6|
A12432|NC182|NC236|1E6|
A12433|NC182|NC237|1E6|
A12434|NC182|NC238|1E6|
A12435|NC182|NC240|1E6|
A12436|NC182|NC241|1E6|
A12437|NC182|NC242|1E6|
A12438|NC182|NC243|1E6|
A12439|NC182|NC245|1E6|
A12440|NC183|NC002|1E6|
A12441|NC183|NC003|1E6|
A12442|NC183|NC004|1E6|
A12443|NC183|NC005|1E6|
A12444|NC183|NC006|1E6|
A12445|NC183|NC007|1E6|
A12446|NC183|NC008|1E6|
A12447|NC183|NC013|1E6|
A12448|NC183|NC015|1E6|
A12449|NC183|NC025|1E6|
A12450|NC183|NC026|1E6|
A12451|NC183|NC029|1E6|
A12452|NC183|NC031|1E6|
A12453|NC183|NC032|1E6|
A12454|NC183|NC034|1E6|
A12455|NC183|NC040|1E6|
A12456|NC183|NC041|1E6|
A12457|NC183|NC042|1E6|
A12458|NC183|NC043|1E6|
A12459|NC183|NC044|1E6|
A12460|NC183|NC045|1E6|
A12461|NC183|NC048|1E6|
A12462|NC183|NC049|1E6|
A12463|NC183|NC050|1E6|
A12464|NC183|NC051|1E6|
A12465|NC183|NC052|1E6|
A12466|NC183|NC054|1E6|
A12467|NC183|NC061|1E6|
A12468|NC183|NC063|1E6|
A12469|NC183|NC064|1E6|
A12470|NC183|NC065|1E6|
A12471|NC183|NC066|1E6|
A12472|NC183|NC068|1E6|
A12473|NC183|NC069|1E6|
A12474|NC183|NC070|1E6|
A12475|NC183|NC071|1E6|
A12476|NC183|NC074|1E6|
A12477|NC183|NC076|1E6|
A12478|NC183|NC080|1E6|
A12479|NC183|NC086|1E6|
A12480|NC183|NC089|1E6|
A12481|NC183|NC090|1E6|
A12482|NC183|NC092|1E6|
A12483|NC183|NC093|1E6|
A12484|NC183|NC095|1E6|
A12485|NC183|NC097|1E6|
A12486|NC183|NC101|1E6|
A12487|NC183|NC105|1E6|
A12488|NC183|NC106|1E6|
A12489|NC183|NC107|1E6|
A12490|NC183|NC109|1E6|
A12491|NC183|NC110|1E6|
A12492|NC183|NC111|1E6|
A12493|NC183|NC115|1E6|
A12494|NC183|NC116|1E6|
A12495|NC183|NC120|1E6|
A12496|NC183|NC121|1E6|
A12497|NC183|NC128|1E6|
A12498|NC183|NC130|1E6|
A12499|NC183|NC132|1E6|
A12500|NC183|NC133|1E6|
A12501|NC183|NC136|1E6|
A12502|NC183|NC143|1E6|
A12503|NC183|NC146|1E6|
A12504|NC183|NC150|1E6|
A12505|NC183|NC152|1E6|
A12506|NC183|NC154|1E6|
A12507|NC183|NC157|1E6|
A12508|NC183|NC158|1E6|
A12509|NC183|NC160|1E6|
A12510|NC183|NC161|1E6|
A12511|NC183|NC162|1E6|
A12512|NC183|NC166|1E6|
A12513|NC183|NC167|1E6|
A12514|NC183|NC168|1E6|
A12515|NC183|NC173|1E6|
A12516|NC183|NC174|1E6|
A12517|NC183|NC175|1E6|
A12518|NC183|NC179|1E6|
A12519|NC183|NC189|1E6|
A12520|NC183|NC190|1E6|
A12521|NC183|NC192|1E6|
A12522|NC183|NC193|1E6|
A12523|NC183|NC194|1E6|
A12524|NC183|NC195|1E6|
A12525|NC183|NC196|1E6|
A12526|NC183|NC197|1E6|
A12527|NC183|NC198|1E6|
A12528|NC183|NC199|1E6|
A12529|NC183|NC200|1E6|
A12530|NC183|NC201|1E6|
A12531|NC183|NC202|1E6|
A12532|NC183|NC203|1E6|
A12533|NC183|NC205|1E6|
A12534|NC183|NC206|1E6|
A12535|NC183|NC207|1E6|
A12536|NC183|NC213|1E6|
A12537|NC183|NC215|1E6|
A12538|NC183|NC216|1E6|
A12539|NC183|NC217|1E6|
A12540|NC183|NC219|1E6|
A12541|NC183|NC220|1E6|
A12542|NC183|NC222|1E6|
A12543|NC183|NC223|1E6|
A12544|NC183|NC224|1E6|
A12545|NC183|NC227|1E6|
A12546|NC183|NC228|1E6|
A12547|NC183|NC229|1E6|
A12548|NC183|NC230|1E6|
A12549|NC183|NC231|1E6|
A12550|NC183|NC233|1E6|
A12551|NC183|NC234|1E6|
A12552|NC183|NC236|1E6|
A12553|NC183|NC237|1E6|
A12554|NC183|NC238|1E6|
A12555|NC183|NC240|1E6|
A12556|NC183|NC241|1E6|
A12557|NC183|NC242|1E6|
A12558|NC183|NC243|1E6|
A12559|NC183|NC245|1E6|
A12560|NC184|NC002|1E6|
A12561|NC184|NC003|1E6|
A12562|NC184|NC004|1E6|
A12563|NC184|NC005|1E6|
A12564|NC184|NC006|1E6|
A12565|NC184|NC007|1E6|
A12566|NC184|NC008|1E6|
A12567|NC184|NC013|1E6|
A12568|NC184|NC015|1E6|
A12569|NC184|NC025|1E6|
A12570|NC184|NC026|1E6|
A12571|NC184|NC029|1E6|
A12572|NC184|NC031|1E6|
A12573|NC184|NC032|1E6|
A12574|NC184|NC034|1E6|
A12575|NC184|NC040|1E6|
A12576|NC184|NC041|1E6|
A12577|NC184|NC042|1E6|
A12578|NC184|NC043|1E6|
A12579|NC184|NC044|1E6|
A12580|NC184|NC045|1E6|
A12581|NC184|NC048|1E6|
A12582|NC184|NC049|1E6|
A12583|NC184|NC050|1E6|
A12584|NC184|NC051|1E6|
A12585|NC184|NC052|1E6|
A12586|NC184|NC054|1E6|
A12587|NC184|NC061|1E6|
A12588|NC184|NC063|1E6|
A12589|NC184|NC064|1E6|
A12590|NC184|NC065|1E6|
A12591|NC184|NC066|1E6|
A12592|NC184|NC068|1E6|
A12593|NC184|NC069|1E6|
A12594|NC184|NC070|1E6|
A12595|NC184|NC071|1E6|
A12596|NC184|NC074|1E6|
A12597|NC184|NC076|1E6|
A12598|NC184|NC080|1E6|
A12599|NC184|NC086|1E6|
A12600|NC184|NC089|1E6|
A12601|NC184|NC090|1E6|
A12602|NC184|NC092|1E6|
A12603|NC184|NC093|1E6|
A12604|NC184|NC095|1E6|
A12605|NC184|NC097|1E6|
A12606|NC184|NC101|1E6|
A12607|NC184|NC105|1E6|
A12608|NC184|NC106|1E6|
A12609|NC184|NC107|1E6|
A12610|NC184|NC109|1E6|
A12611|NC184|NC110|1E6|
A12612|NC184|NC111|1E6|
A12613|NC184|NC115|1E6|
A12614|NC184|NC116|1E6|
A12615|NC184|NC120|1E6|
A12616|NC184|NC121|1E6|
A12617|NC184|NC128|1E6|
A12618|NC184|NC130|1E6|
A12619|NC184|NC132|1E6|
A12620|NC184|NC133|1E6|
A12621|NC184|NC136|1E6|
A12622|NC184|NC143|1E6|
A12623|NC184|NC146|1E6|
A12624|NC184|NC150|1E6|
A12625|NC184|NC152|1E6|
A12626|NC184|NC154|1E6|
A12627|NC184|NC157|1E6|
A12628|NC184|NC158|1E6|
A12629|NC184|NC160|1E6|
A12630|NC184|NC161|1E6|
A12631|NC184|NC162|1E6|
A12632|NC184|NC166|1E6|
A12633|NC184|NC167|1E6|
A12634|NC184|NC168|1E6|
A12635|NC184|NC173|1E6|
A12636|NC184|NC174|1E6|
A12637|NC184|NC175|1E6|
A12638|NC184|NC179|1E6|
A12639|NC184|NC189|1E6|
A12640|NC184|NC190|1E6|
A12641|NC184|NC192|1E6|
A12642|NC184|NC193|1E6|
A12643|NC184|NC194|1E6|
A12644|NC184|NC195|1E6|
A12645|NC184|NC196|1E6|
A12646|NC184|NC197|1E6|
A12647|NC184|NC198|1E6|
A12648|NC184|NC199|1E6|
A12649|NC184|NC200|1E6|
A12650|NC184|NC201|1E6|
A12651|NC184|NC202|1E6|
A12652|NC184|NC203|1E6|
A12653|NC184|NC205|1E6|
A12654|NC184|NC206|1E6|
A12655|NC184|NC207|1E6|
A12656|NC184|NC213|1E6|
A12657|NC184|NC215|1E6|
A12658|NC184|NC216|1E6|
A12659|NC184|NC217|1E6|
A12660|NC184|NC219|1E6|
A12661|NC184|NC220|1E6|
A12662|NC184|NC222|1E6|
A12663|NC184|NC223|1E6|
A12664|NC184|NC224|1E6|
A12665|NC184|NC227|1E6|
A12666|NC184|NC228|1E6|
A12667|NC184|NC229|1E6|
A12668|NC184|NC230|1E6|
A12669|NC184|NC231|1E6|
A12670|NC184|NC233|1E6|
A12671|NC184|NC234|1E6|
A12672|NC184|NC236|1E6|
A12673|NC184|NC237|1E6|
A12674|NC184|NC238|1E6|
A12675|NC184|NC240|1E6|
A12676|NC184|NC241|1E6|
A12677|NC184|NC242|1E6|
A12678|NC184|NC243|1E6|
A12679|NC184|NC245|1E6|
A12680|NC185|NC002|1E6|
A12681|NC185|NC003|1E6|
A12682|NC185|NC004|1E6|
A12683|NC185|NC005|1E6|
A12684|NC185|NC006|1E6|
A12685|NC185|NC007|1E6|
A12686|NC185|NC008|1E6|
A12687|NC185|NC013|1E6|
A12688|NC185|NC015|1E6|
A12689|NC185|NC025|1E6|
A12690|NC185|NC026|1E6|
A12691|NC185|NC029|1E6|
A12692|NC185|NC031|1E6|
A12693|NC185|NC032|1E6|
A12694|NC185|NC034|1E6|
A12695|NC185|NC040|1E6|
A12696|NC185|NC041|1E6|
A12697|NC185|NC042|1E6|
A12698|NC185|NC043|1E6|
A12699|NC185|NC044|1E6|
A12700|NC185|NC045|1E6|
A12701|NC185|NC048|1E6|
A12702|NC185|NC049|1E6|
A12703|NC185|NC050|1E6|
A12704|NC185|NC051|1E6|
A12705|NC185|NC052|1E6|
A12706|NC185|NC054|1E6|
A12707|NC185|NC061|1E6|
A12708|NC185|NC063|1E6|
A12709|NC185|NC064|1E6|
A12710|NC185|NC065|1E6|
A12711|NC185|NC066|1E6|
A12712|NC185|NC068|1E6|
A12713|NC185|NC069|1E6|
A12714|NC185|NC070|1E6|
A12715|NC185|NC071|1E6|
A12716|NC185|NC074|1E6|
A12717|NC185|NC076|1E6|
A12718|NC185|NC080|1E6|
A12719|NC185|NC086|1E6|
A12720|NC185|NC089|1E6|
A12721|NC185|NC090|1E6|
A12722|NC185|NC092|1E6|
A12723|NC185|NC093|1E6|
A12724|NC185|NC095|1E6|
A12725|NC185|NC097|1E6|
A12726|NC185|NC101|1E6|
A12727|NC185|NC105|1E6|
A12728|NC185|NC106|1E6|
A12729|NC185|NC107|1E6|
A12730|NC185|NC109|1E6|
A12731|NC185|NC110|1E6|
A12732|NC185|NC111|1E6|
A12733|NC185|NC115|1E6|
A12734|NC185|NC116|1E6|
A12735|NC185|NC120|1E6|
A12736|NC185|NC121|1E6|
A12737|NC185|NC128|1E6|
A12738|NC185|NC130|1E6|
A12739|NC185|NC132|1E6|
A12740|NC185|NC133|1E6|
A12741|NC185|NC136|1E6|
A12742|NC185|NC143|1E6|
A12743|NC185|NC146|1E6|
A12744|NC185|NC150|1E6|
A12745|NC185|NC152|1E6|
A12746|NC185|NC154|1E6|
A12747|NC185|NC157|1E6|
A12748|NC185|NC158|1E6|
A12749|NC185|NC160|1E6|
A12750|NC185|NC161|1E6|
A12751|NC185|NC162|1E6|
A12752|NC185|NC166|1E6|
A12753|NC185|NC167|1E6|
A12754|NC185|NC168|1E6|
A12755|NC185|NC173|1E6|
A12756|NC185|NC174|1E6|
A12757|NC185|NC175|1E6|
A12758|NC185|NC179|1E6|
A12759|NC185|NC189|1E6|
A12760|NC185|NC190|1E6|
A12761|NC185|NC192|1E6|
A12762|NC185|NC193|1E6|
A12763|NC185|NC194|1E6|
A12764|NC185|NC195|1E6|
A12765|NC185|NC196|1E6|
A12766|NC185|NC197|1E6|
A12767|NC185|NC198|1E6|
