# 1.Supply reference no.| 2.Node| 3.Product| 4.Bid| 5.Capacity| 6. Period | 7. Supplier ID| 8. Contract ID
S36403|NC176|Digestate|0.0|12.915080791095889|Z115|CAFO176|
S36404|NC176|Digestate|0.0|12.915080791095889|Z116|CAFO176|
S36405|NC176|Digestate|0.0|12.915080791095889|Z117|CAFO176|
S36406|NC176|Digestate|0.0|12.915080791095889|Z118|CAFO176|
S36407|NC176|Digestate|0.0|12.915080791095889|Z119|CAFO176|
S36408|NC176|Digestate|0.0|12.915080791095889|Z120|CAFO176|
S36409|NC176|Digestate|0.0|12.915080791095889|Z121|CAFO176|
S36410|NC176|Digestate|0.0|12.915080791095889|Z122|CAFO176|
S36411|NC176|Digestate|0.0|12.915080791095889|Z123|CAFO176|
S36412|NC176|Digestate|0.0|12.915080791095889|Z124|CAFO176|
S36413|NC176|Digestate|0.0|12.915080791095889|Z125|CAFO176|
S36414|NC176|Digestate|0.0|12.915080791095889|Z126|CAFO176|
S36415|NC176|Digestate|0.0|12.915080791095889|Z127|CAFO176|
S36416|NC176|Digestate|0.0|12.915080791095889|Z128|CAFO176|
S36417|NC176|Digestate|0.0|12.915080791095889|Z129|CAFO176|
S36418|NC176|Digestate|0.0|12.915080791095889|Z130|CAFO176|
S36419|NC176|Digestate|0.0|12.915080791095889|Z131|CAFO176|
S36420|NC176|Digestate|0.0|12.915080791095889|Z132|CAFO176|
S36421|NC176|Digestate|0.0|12.915080791095889|Z133|CAFO176|
S36422|NC176|Digestate|0.0|12.915080791095889|Z134|CAFO176|
S36423|NC176|Digestate|0.0|12.915080791095889|Z135|CAFO176|
S36424|NC176|Digestate|0.0|12.915080791095889|Z136|CAFO176|
S36425|NC176|Digestate|0.0|12.915080791095889|Z137|CAFO176|
S36426|NC176|Digestate|0.0|12.915080791095889|Z138|CAFO176|
S36427|NC176|Digestate|0.0|12.915080791095889|Z139|CAFO176|
S36428|NC176|Digestate|0.0|12.915080791095889|Z140|CAFO176|
S36429|NC176|Digestate|0.0|12.915080791095889|Z141|CAFO176|
S36430|NC176|Digestate|0.0|12.915080791095889|Z142|CAFO176|
S36431|NC176|Digestate|0.0|12.915080791095889|Z143|CAFO176|
S36432|NC176|Digestate|0.0|12.915080791095889|Z144|CAFO176|
S36433|NC176|Digestate|0.0|12.915080791095889|Z145|CAFO176|
S36434|NC176|Digestate|0.0|12.915080791095889|Z146|CAFO176|
S36435|NC176|Digestate|0.0|12.915080791095889|Z147|CAFO176|
S36436|NC176|Digestate|0.0|12.915080791095889|Z148|CAFO176|
S36437|NC176|Digestate|0.0|12.915080791095889|Z149|CAFO176|
S36438|NC176|Digestate|0.0|12.915080791095889|Z150|CAFO176|
S36439|NC176|Digestate|0.0|12.915080791095889|Z151|CAFO176|
S36440|NC176|Digestate|0.0|12.915080791095889|Z152|CAFO176|
S36441|NC176|Digestate|0.0|12.915080791095889|Z153|CAFO176|
S36442|NC176|Digestate|0.0|12.915080791095889|Z154|CAFO176|
S36443|NC176|Digestate|0.0|12.915080791095889|Z155|CAFO176|
S36444|NC176|Digestate|0.0|12.915080791095889|Z156|CAFO176|
S36445|NC176|Digestate|0.0|12.915080791095889|Z157|CAFO176|
S36446|NC176|Digestate|0.0|12.915080791095889|Z158|CAFO176|
S36447|NC176|Digestate|0.0|12.915080791095889|Z159|CAFO176|
S36448|NC176|Digestate|0.0|12.915080791095889|Z160|CAFO176|
S36449|NC176|Digestate|0.0|12.915080791095889|Z161|CAFO176|
S36450|NC176|Digestate|0.0|12.915080791095889|Z162|CAFO176|
S36451|NC176|Digestate|0.0|12.915080791095889|Z163|CAFO176|
S36452|NC176|Digestate|0.0|12.915080791095889|Z164|CAFO176|
S36453|NC176|Digestate|0.0|12.915080791095889|Z165|CAFO176|
S36454|NC176|Digestate|0.0|12.915080791095889|Z166|CAFO176|
S36455|NC176|Digestate|0.0|12.915080791095889|Z167|CAFO176|
S36456|NC176|Digestate|0.0|12.915080791095889|Z168|CAFO176|
S36457|NC177|Digestate|0.0|6.320959592465754|Z001|CAFO177|
S36458|NC177|Digestate|0.0|6.320959592465754|Z002|CAFO177|
S36459|NC177|Digestate|0.0|6.320959592465754|Z003|CAFO177|
S36460|NC177|Digestate|0.0|6.320959592465754|Z004|CAFO177|
S36461|NC177|Digestate|0.0|6.320959592465754|Z005|CAFO177|
S36462|NC177|Digestate|0.0|6.320959592465754|Z006|CAFO177|
S36463|NC177|Digestate|0.0|6.320959592465754|Z007|CAFO177|
S36464|NC177|Digestate|0.0|6.320959592465754|Z008|CAFO177|
S36465|NC177|Digestate|0.0|6.320959592465754|Z009|CAFO177|
S36466|NC177|Digestate|0.0|6.320959592465754|Z010|CAFO177|
S36467|NC177|Digestate|0.0|6.320959592465754|Z011|CAFO177|
S36468|NC177|Digestate|0.0|6.320959592465754|Z012|CAFO177|
S36469|NC177|Digestate|0.0|6.320959592465754|Z013|CAFO177|
S36470|NC177|Digestate|0.0|6.320959592465754|Z014|CAFO177|
S36471|NC177|Digestate|0.0|6.320959592465754|Z015|CAFO177|
S36472|NC177|Digestate|0.0|6.320959592465754|Z016|CAFO177|
S36473|NC177|Digestate|0.0|6.320959592465754|Z017|CAFO177|
S36474|NC177|Digestate|0.0|6.320959592465754|Z018|CAFO177|
S36475|NC177|Digestate|0.0|6.320959592465754|Z019|CAFO177|
S36476|NC177|Digestate|0.0|6.320959592465754|Z020|CAFO177|
S36477|NC177|Digestate|0.0|6.320959592465754|Z021|CAFO177|
S36478|NC177|Digestate|0.0|6.320959592465754|Z022|CAFO177|
S36479|NC177|Digestate|0.0|6.320959592465754|Z023|CAFO177|
S36480|NC177|Digestate|0.0|6.320959592465754|Z024|CAFO177|
S36481|NC177|Digestate|0.0|6.320959592465754|Z025|CAFO177|
S36482|NC177|Digestate|0.0|6.320959592465754|Z026|CAFO177|
S36483|NC177|Digestate|0.0|6.320959592465754|Z027|CAFO177|
S36484|NC177|Digestate|0.0|6.320959592465754|Z028|CAFO177|
S36485|NC177|Digestate|0.0|6.320959592465754|Z029|CAFO177|
S36486|NC177|Digestate|0.0|6.320959592465754|Z030|CAFO177|
S36487|NC177|Digestate|0.0|6.320959592465754|Z031|CAFO177|
S36488|NC177|Digestate|0.0|6.320959592465754|Z032|CAFO177|
S36489|NC177|Digestate|0.0|6.320959592465754|Z033|CAFO177|
S36490|NC177|Digestate|0.0|6.320959592465754|Z034|CAFO177|
S36491|NC177|Digestate|0.0|6.320959592465754|Z035|CAFO177|
S36492|NC177|Digestate|0.0|6.320959592465754|Z036|CAFO177|
S36493|NC177|Digestate|0.0|6.320959592465754|Z037|CAFO177|
S36494|NC177|Digestate|0.0|6.320959592465754|Z038|CAFO177|
S36495|NC177|Digestate|0.0|6.320959592465754|Z039|CAFO177|
S36496|NC177|Digestate|0.0|6.320959592465754|Z040|CAFO177|
S36497|NC177|Digestate|0.0|6.320959592465754|Z041|CAFO177|
S36498|NC177|Digestate|0.0|6.320959592465754|Z042|CAFO177|
S36499|NC177|Digestate|0.0|6.320959592465754|Z043|CAFO177|
S36500|NC177|Digestate|0.0|6.320959592465754|Z044|CAFO177|
S36501|NC177|Digestate|0.0|6.320959592465754|Z045|CAFO177|
S36502|NC177|Digestate|0.0|6.320959592465754|Z046|CAFO177|
S36503|NC177|Digestate|0.0|6.320959592465754|Z047|CAFO177|
S36504|NC177|Digestate|0.0|6.320959592465754|Z048|CAFO177|
S36505|NC177|Digestate|0.0|6.320959592465754|Z049|CAFO177|
S36506|NC177|Digestate|0.0|6.320959592465754|Z050|CAFO177|
S36507|NC177|Digestate|0.0|6.320959592465754|Z051|CAFO177|
S36508|NC177|Digestate|0.0|6.320959592465754|Z052|CAFO177|
S36509|NC177|Digestate|0.0|6.320959592465754|Z053|CAFO177|
S36510|NC177|Digestate|0.0|6.320959592465754|Z054|CAFO177|
S36511|NC177|Digestate|0.0|6.320959592465754|Z055|CAFO177|
S36512|NC177|Digestate|0.0|6.320959592465754|Z056|CAFO177|
S36513|NC177|Digestate|0.0|6.320959592465754|Z057|CAFO177|
S36514|NC177|Digestate|0.0|6.320959592465754|Z058|CAFO177|
S36515|NC177|Digestate|0.0|6.320959592465754|Z059|CAFO177|
S36516|NC177|Digestate|0.0|6.320959592465754|Z060|CAFO177|
S36517|NC177|Digestate|0.0|6.320959592465754|Z061|CAFO177|
S36518|NC177|Digestate|0.0|6.320959592465754|Z062|CAFO177|
S36519|NC177|Digestate|0.0|6.320959592465754|Z063|CAFO177|
S36520|NC177|Digestate|0.0|6.320959592465754|Z064|CAFO177|
S36521|NC177|Digestate|0.0|6.320959592465754|Z065|CAFO177|
S36522|NC177|Digestate|0.0|6.320959592465754|Z066|CAFO177|
S36523|NC177|Digestate|0.0|6.320959592465754|Z067|CAFO177|
S36524|NC177|Digestate|0.0|6.320959592465754|Z068|CAFO177|
S36525|NC177|Digestate|0.0|6.320959592465754|Z069|CAFO177|
S36526|NC177|Digestate|0.0|6.320959592465754|Z070|CAFO177|
S36527|NC177|Digestate|0.0|6.320959592465754|Z071|CAFO177|
S36528|NC177|Digestate|0.0|6.320959592465754|Z072|CAFO177|
S36529|NC177|Digestate|0.0|6.320959592465754|Z073|CAFO177|
S36530|NC177|Digestate|0.0|6.320959592465754|Z074|CAFO177|
S36531|NC177|Digestate|0.0|6.320959592465754|Z075|CAFO177|
S36532|NC177|Digestate|0.0|6.320959592465754|Z076|CAFO177|
S36533|NC177|Digestate|0.0|6.320959592465754|Z077|CAFO177|
S36534|NC177|Digestate|0.0|6.320959592465754|Z078|CAFO177|
S36535|NC177|Digestate|0.0|6.320959592465754|Z079|CAFO177|
S36536|NC177|Digestate|0.0|6.320959592465754|Z080|CAFO177|
S36537|NC177|Digestate|0.0|6.320959592465754|Z081|CAFO177|
S36538|NC177|Digestate|0.0|6.320959592465754|Z082|CAFO177|
S36539|NC177|Digestate|0.0|6.320959592465754|Z083|CAFO177|
S36540|NC177|Digestate|0.0|6.320959592465754|Z084|CAFO177|
S36541|NC177|Digestate|0.0|6.320959592465754|Z085|CAFO177|
S36542|NC177|Digestate|0.0|6.320959592465754|Z086|CAFO177|
S36543|NC177|Digestate|0.0|6.320959592465754|Z087|CAFO177|
S36544|NC177|Digestate|0.0|6.320959592465754|Z088|CAFO177|
S36545|NC177|Digestate|0.0|6.320959592465754|Z089|CAFO177|
S36546|NC177|Digestate|0.0|6.320959592465754|Z090|CAFO177|
S36547|NC177|Digestate|0.0|6.320959592465754|Z091|CAFO177|
S36548|NC177|Digestate|0.0|6.320959592465754|Z092|CAFO177|
S36549|NC177|Digestate|0.0|6.320959592465754|Z093|CAFO177|
S36550|NC177|Digestate|0.0|6.320959592465754|Z094|CAFO177|
S36551|NC177|Digestate|0.0|6.320959592465754|Z095|CAFO177|
S36552|NC177|Digestate|0.0|6.320959592465754|Z096|CAFO177|
S36553|NC177|Digestate|0.0|6.320959592465754|Z097|CAFO177|
S36554|NC177|Digestate|0.0|6.320959592465754|Z098|CAFO177|
S36555|NC177|Digestate|0.0|6.320959592465754|Z099|CAFO177|
S36556|NC177|Digestate|0.0|6.320959592465754|Z100|CAFO177|
S36557|NC177|Digestate|0.0|6.320959592465754|Z101|CAFO177|
S36558|NC177|Digestate|0.0|6.320959592465754|Z102|CAFO177|
S36559|NC177|Digestate|0.0|6.320959592465754|Z103|CAFO177|
S36560|NC177|Digestate|0.0|6.320959592465754|Z104|CAFO177|
S36561|NC177|Digestate|0.0|6.320959592465754|Z105|CAFO177|
S36562|NC177|Digestate|0.0|6.320959592465754|Z106|CAFO177|
S36563|NC177|Digestate|0.0|6.320959592465754|Z107|CAFO177|
S36564|NC177|Digestate|0.0|6.320959592465754|Z108|CAFO177|
S36565|NC177|Digestate|0.0|6.320959592465754|Z109|CAFO177|
S36566|NC177|Digestate|0.0|6.320959592465754|Z110|CAFO177|
S36567|NC177|Digestate|0.0|6.320959592465754|Z111|CAFO177|
S36568|NC177|Digestate|0.0|6.320959592465754|Z112|CAFO177|
S36569|NC177|Digestate|0.0|6.320959592465754|Z113|CAFO177|
S36570|NC177|Digestate|0.0|6.320959592465754|Z114|CAFO177|
S36571|NC177|Digestate|0.0|6.320959592465754|Z115|CAFO177|
S36572|NC177|Digestate|0.0|6.320959592465754|Z116|CAFO177|
S36573|NC177|Digestate|0.0|6.320959592465754|Z117|CAFO177|
S36574|NC177|Digestate|0.0|6.320959592465754|Z118|CAFO177|
S36575|NC177|Digestate|0.0|6.320959592465754|Z119|CAFO177|
S36576|NC177|Digestate|0.0|6.320959592465754|Z120|CAFO177|
S36577|NC177|Digestate|0.0|6.320959592465754|Z121|CAFO177|
S36578|NC177|Digestate|0.0|6.320959592465754|Z122|CAFO177|
S36579|NC177|Digestate|0.0|6.320959592465754|Z123|CAFO177|
S36580|NC177|Digestate|0.0|6.320959592465754|Z124|CAFO177|
S36581|NC177|Digestate|0.0|6.320959592465754|Z125|CAFO177|
S36582|NC177|Digestate|0.0|6.320959592465754|Z126|CAFO177|
S36583|NC177|Digestate|0.0|6.320959592465754|Z127|CAFO177|
S36584|NC177|Digestate|0.0|6.320959592465754|Z128|CAFO177|
S36585|NC177|Digestate|0.0|6.320959592465754|Z129|CAFO177|
S36586|NC177|Digestate|0.0|6.320959592465754|Z130|CAFO177|
S36587|NC177|Digestate|0.0|6.320959592465754|Z131|CAFO177|
S36588|NC177|Digestate|0.0|6.320959592465754|Z132|CAFO177|
S36589|NC177|Digestate|0.0|6.320959592465754|Z133|CAFO177|
S36590|NC177|Digestate|0.0|6.320959592465754|Z134|CAFO177|
S36591|NC177|Digestate|0.0|6.320959592465754|Z135|CAFO177|
S36592|NC177|Digestate|0.0|6.320959592465754|Z136|CAFO177|
S36593|NC177|Digestate|0.0|6.320959592465754|Z137|CAFO177|
S36594|NC177|Digestate|0.0|6.320959592465754|Z138|CAFO177|
S36595|NC177|Digestate|0.0|6.320959592465754|Z139|CAFO177|
S36596|NC177|Digestate|0.0|6.320959592465754|Z140|CAFO177|
S36597|NC177|Digestate|0.0|6.320959592465754|Z141|CAFO177|
S36598|NC177|Digestate|0.0|6.320959592465754|Z142|CAFO177|
S36599|NC177|Digestate|0.0|6.320959592465754|Z143|CAFO177|
S36600|NC177|Digestate|0.0|6.320959592465754|Z144|CAFO177|
S36601|NC177|Digestate|0.0|6.320959592465754|Z145|CAFO177|
S36602|NC177|Digestate|0.0|6.320959592465754|Z146|CAFO177|
S36603|NC177|Digestate|0.0|6.320959592465754|Z147|CAFO177|
S36604|NC177|Digestate|0.0|6.320959592465754|Z148|CAFO177|
S36605|NC177|Digestate|0.0|6.320959592465754|Z149|CAFO177|
S36606|NC177|Digestate|0.0|6.320959592465754|Z150|CAFO177|
S36607|NC177|Digestate|0.0|6.320959592465754|Z151|CAFO177|
S36608|NC177|Digestate|0.0|6.320959592465754|Z152|CAFO177|
S36609|NC177|Digestate|0.0|6.320959592465754|Z153|CAFO177|
S36610|NC177|Digestate|0.0|6.320959592465754|Z154|CAFO177|
S36611|NC177|Digestate|0.0|6.320959592465754|Z155|CAFO177|
S36612|NC177|Digestate|0.0|6.320959592465754|Z156|CAFO177|
S36613|NC177|Digestate|0.0|6.320959592465754|Z157|CAFO177|
S36614|NC177|Digestate|0.0|6.320959592465754|Z158|CAFO177|
S36615|NC177|Digestate|0.0|6.320959592465754|Z159|CAFO177|
S36616|NC177|Digestate|0.0|6.320959592465754|Z160|CAFO177|
S36617|NC177|Digestate|0.0|6.320959592465754|Z161|CAFO177|
S36618|NC177|Digestate|0.0|6.320959592465754|Z162|CAFO177|
S36619|NC177|Digestate|0.0|6.320959592465754|Z163|CAFO177|
S36620|NC177|Digestate|0.0|6.320959592465754|Z164|CAFO177|
S36621|NC177|Digestate|0.0|6.320959592465754|Z165|CAFO177|
S36622|NC177|Digestate|0.0|6.320959592465754|Z166|CAFO177|
S36623|NC177|Digestate|0.0|6.320959592465754|Z167|CAFO177|
S36624|NC177|Digestate|0.0|6.320959592465754|Z168|CAFO177|
S36625|NC178|Digestate|0.0|7.779642575342465|Z001|CAFO178|
S36626|NC178|Digestate|0.0|7.779642575342465|Z002|CAFO178|
S36627|NC178|Digestate|0.0|7.779642575342465|Z003|CAFO178|
S36628|NC178|Digestate|0.0|7.779642575342465|Z004|CAFO178|
S36629|NC178|Digestate|0.0|7.779642575342465|Z005|CAFO178|
S36630|NC178|Digestate|0.0|7.779642575342465|Z006|CAFO178|
S36631|NC178|Digestate|0.0|7.779642575342465|Z007|CAFO178|
S36632|NC178|Digestate|0.0|7.779642575342465|Z008|CAFO178|
S36633|NC178|Digestate|0.0|7.779642575342465|Z009|CAFO178|
S36634|NC178|Digestate|0.0|7.779642575342465|Z010|CAFO178|
S36635|NC178|Digestate|0.0|7.779642575342465|Z011|CAFO178|
S36636|NC178|Digestate|0.0|7.779642575342465|Z012|CAFO178|
S36637|NC178|Digestate|0.0|7.779642575342465|Z013|CAFO178|
S36638|NC178|Digestate|0.0|7.779642575342465|Z014|CAFO178|
S36639|NC178|Digestate|0.0|7.779642575342465|Z015|CAFO178|
S36640|NC178|Digestate|0.0|7.779642575342465|Z016|CAFO178|
S36641|NC178|Digestate|0.0|7.779642575342465|Z017|CAFO178|
S36642|NC178|Digestate|0.0|7.779642575342465|Z018|CAFO178|
S36643|NC178|Digestate|0.0|7.779642575342465|Z019|CAFO178|
S36644|NC178|Digestate|0.0|7.779642575342465|Z020|CAFO178|
S36645|NC178|Digestate|0.0|7.779642575342465|Z021|CAFO178|
S36646|NC178|Digestate|0.0|7.779642575342465|Z022|CAFO178|
S36647|NC178|Digestate|0.0|7.779642575342465|Z023|CAFO178|
S36648|NC178|Digestate|0.0|7.779642575342465|Z024|CAFO178|
S36649|NC178|Digestate|0.0|7.779642575342465|Z025|CAFO178|
S36650|NC178|Digestate|0.0|7.779642575342465|Z026|CAFO178|
S36651|NC178|Digestate|0.0|7.779642575342465|Z027|CAFO178|
S36652|NC178|Digestate|0.0|7.779642575342465|Z028|CAFO178|
S36653|NC178|Digestate|0.0|7.779642575342465|Z029|CAFO178|
S36654|NC178|Digestate|0.0|7.779642575342465|Z030|CAFO178|
S36655|NC178|Digestate|0.0|7.779642575342465|Z031|CAFO178|
S36656|NC178|Digestate|0.0|7.779642575342465|Z032|CAFO178|
S36657|NC178|Digestate|0.0|7.779642575342465|Z033|CAFO178|
S36658|NC178|Digestate|0.0|7.779642575342465|Z034|CAFO178|
S36659|NC178|Digestate|0.0|7.779642575342465|Z035|CAFO178|
S36660|NC178|Digestate|0.0|7.779642575342465|Z036|CAFO178|
S36661|NC178|Digestate|0.0|7.779642575342465|Z037|CAFO178|
S36662|NC178|Digestate|0.0|7.779642575342465|Z038|CAFO178|
S36663|NC178|Digestate|0.0|7.779642575342465|Z039|CAFO178|
S36664|NC178|Digestate|0.0|7.779642575342465|Z040|CAFO178|
S36665|NC178|Digestate|0.0|7.779642575342465|Z041|CAFO178|
S36666|NC178|Digestate|0.0|7.779642575342465|Z042|CAFO178|
S36667|NC178|Digestate|0.0|7.779642575342465|Z043|CAFO178|
S36668|NC178|Digestate|0.0|7.779642575342465|Z044|CAFO178|
S36669|NC178|Digestate|0.0|7.779642575342465|Z045|CAFO178|
S36670|NC178|Digestate|0.0|7.779642575342465|Z046|CAFO178|
S36671|NC178|Digestate|0.0|7.779642575342465|Z047|CAFO178|
S36672|NC178|Digestate|0.0|7.779642575342465|Z048|CAFO178|
S36673|NC178|Digestate|0.0|7.779642575342465|Z049|CAFO178|
S36674|NC178|Digestate|0.0|7.779642575342465|Z050|CAFO178|
S36675|NC178|Digestate|0.0|7.779642575342465|Z051|CAFO178|
S36676|NC178|Digestate|0.0|7.779642575342465|Z052|CAFO178|
S36677|NC178|Digestate|0.0|7.779642575342465|Z053|CAFO178|
S36678|NC178|Digestate|0.0|7.779642575342465|Z054|CAFO178|
S36679|NC178|Digestate|0.0|7.779642575342465|Z055|CAFO178|
S36680|NC178|Digestate|0.0|7.779642575342465|Z056|CAFO178|
S36681|NC178|Digestate|0.0|7.779642575342465|Z057|CAFO178|
S36682|NC178|Digestate|0.0|7.779642575342465|Z058|CAFO178|
S36683|NC178|Digestate|0.0|7.779642575342465|Z059|CAFO178|
S36684|NC178|Digestate|0.0|7.779642575342465|Z060|CAFO178|
S36685|NC178|Digestate|0.0|7.779642575342465|Z061|CAFO178|
S36686|NC178|Digestate|0.0|7.779642575342465|Z062|CAFO178|
S36687|NC178|Digestate|0.0|7.779642575342465|Z063|CAFO178|
S36688|NC178|Digestate|0.0|7.779642575342465|Z064|CAFO178|
S36689|NC178|Digestate|0.0|7.779642575342465|Z065|CAFO178|
S36690|NC178|Digestate|0.0|7.779642575342465|Z066|CAFO178|
S36691|NC178|Digestate|0.0|7.779642575342465|Z067|CAFO178|
S36692|NC178|Digestate|0.0|7.779642575342465|Z068|CAFO178|
S36693|NC178|Digestate|0.0|7.779642575342465|Z069|CAFO178|
S36694|NC178|Digestate|0.0|7.779642575342465|Z070|CAFO178|
S36695|NC178|Digestate|0.0|7.779642575342465|Z071|CAFO178|
S36696|NC178|Digestate|0.0|7.779642575342465|Z072|CAFO178|
S36697|NC178|Digestate|0.0|7.779642575342465|Z073|CAFO178|
S36698|NC178|Digestate|0.0|7.779642575342465|Z074|CAFO178|
S36699|NC178|Digestate|0.0|7.779642575342465|Z075|CAFO178|
S36700|NC178|Digestate|0.0|7.779642575342465|Z076|CAFO178|
S36701|NC178|Digestate|0.0|7.779642575342465|Z077|CAFO178|
S36702|NC178|Digestate|0.0|7.779642575342465|Z078|CAFO178|
S36703|NC178|Digestate|0.0|7.779642575342465|Z079|CAFO178|
S36704|NC178|Digestate|0.0|7.779642575342465|Z080|CAFO178|
S36705|NC178|Digestate|0.0|7.779642575342465|Z081|CAFO178|
S36706|NC178|Digestate|0.0|7.779642575342465|Z082|CAFO178|
S36707|NC178|Digestate|0.0|7.779642575342465|Z083|CAFO178|
S36708|NC178|Digestate|0.0|7.779642575342465|Z084|CAFO178|
S36709|NC178|Digestate|0.0|7.779642575342465|Z085|CAFO178|
S36710|NC178|Digestate|0.0|7.779642575342465|Z086|CAFO178|
S36711|NC178|Digestate|0.0|7.779642575342465|Z087|CAFO178|
S36712|NC178|Digestate|0.0|7.779642575342465|Z088|CAFO178|
S36713|NC178|Digestate|0.0|7.779642575342465|Z089|CAFO178|
S36714|NC178|Digestate|0.0|7.779642575342465|Z090|CAFO178|
S36715|NC178|Digestate|0.0|7.779642575342465|Z091|CAFO178|
S36716|NC178|Digestate|0.0|7.779642575342465|Z092|CAFO178|
S36717|NC178|Digestate|0.0|7.779642575342465|Z093|CAFO178|
S36718|NC178|Digestate|0.0|7.779642575342465|Z094|CAFO178|
S36719|NC178|Digestate|0.0|7.779642575342465|Z095|CAFO178|
S36720|NC178|Digestate|0.0|7.779642575342465|Z096|CAFO178|
S36721|NC178|Digestate|0.0|7.779642575342465|Z097|CAFO178|
S36722|NC178|Digestate|0.0|7.779642575342465|Z098|CAFO178|
S36723|NC178|Digestate|0.0|7.779642575342465|Z099|CAFO178|
S36724|NC178|Digestate|0.0|7.779642575342465|Z100|CAFO178|
S36725|NC178|Digestate|0.0|7.779642575342465|Z101|CAFO178|
S36726|NC178|Digestate|0.0|7.779642575342465|Z102|CAFO178|
S36727|NC178|Digestate|0.0|7.779642575342465|Z103|CAFO178|
S36728|NC178|Digestate|0.0|7.779642575342465|Z104|CAFO178|
S36729|NC178|Digestate|0.0|7.779642575342465|Z105|CAFO178|
S36730|NC178|Digestate|0.0|7.779642575342465|Z106|CAFO178|
S36731|NC178|Digestate|0.0|7.779642575342465|Z107|CAFO178|
S36732|NC178|Digestate|0.0|7.779642575342465|Z108|CAFO178|
S36733|NC178|Digestate|0.0|7.779642575342465|Z109|CAFO178|
S36734|NC178|Digestate|0.0|7.779642575342465|Z110|CAFO178|
S36735|NC178|Digestate|0.0|7.779642575342465|Z111|CAFO178|
S36736|NC178|Digestate|0.0|7.779642575342465|Z112|CAFO178|
S36737|NC178|Digestate|0.0|7.779642575342465|Z113|CAFO178|
S36738|NC178|Digestate|0.0|7.779642575342465|Z114|CAFO178|
S36739|NC178|Digestate|0.0|7.779642575342465|Z115|CAFO178|
S36740|NC178|Digestate|0.0|7.779642575342465|Z116|CAFO178|
S36741|NC178|Digestate|0.0|7.779642575342465|Z117|CAFO178|
S36742|NC178|Digestate|0.0|7.779642575342465|Z118|CAFO178|
S36743|NC178|Digestate|0.0|7.779642575342465|Z119|CAFO178|
S36744|NC178|Digestate|0.0|7.779642575342465|Z120|CAFO178|
S36745|NC178|Digestate|0.0|7.779642575342465|Z121|CAFO178|
S36746|NC178|Digestate|0.0|7.779642575342465|Z122|CAFO178|
S36747|NC178|Digestate|0.0|7.779642575342465|Z123|CAFO178|
S36748|NC178|Digestate|0.0|7.779642575342465|Z124|CAFO178|
S36749|NC178|Digestate|0.0|7.779642575342465|Z125|CAFO178|
S36750|NC178|Digestate|0.0|7.779642575342465|Z126|CAFO178|
S36751|NC178|Digestate|0.0|7.779642575342465|Z127|CAFO178|
S36752|NC178|Digestate|0.0|7.779642575342465|Z128|CAFO178|
S36753|NC178|Digestate|0.0|7.779642575342465|Z129|CAFO178|
S36754|NC178|Digestate|0.0|7.779642575342465|Z130|CAFO178|
S36755|NC178|Digestate|0.0|7.779642575342465|Z131|CAFO178|
S36756|NC178|Digestate|0.0|7.779642575342465|Z132|CAFO178|
S36757|NC178|Digestate|0.0|7.779642575342465|Z133|CAFO178|
S36758|NC178|Digestate|0.0|7.779642575342465|Z134|CAFO178|
S36759|NC178|Digestate|0.0|7.779642575342465|Z135|CAFO178|
S36760|NC178|Digestate|0.0|7.779642575342465|Z136|CAFO178|
S36761|NC178|Digestate|0.0|7.779642575342465|Z137|CAFO178|
S36762|NC178|Digestate|0.0|7.779642575342465|Z138|CAFO178|
S36763|NC178|Digestate|0.0|7.779642575342465|Z139|CAFO178|
S36764|NC178|Digestate|0.0|7.779642575342465|Z140|CAFO178|
S36765|NC178|Digestate|0.0|7.779642575342465|Z141|CAFO178|
S36766|NC178|Digestate|0.0|7.779642575342465|Z142|CAFO178|
S36767|NC178|Digestate|0.0|7.779642575342465|Z143|CAFO178|
S36768|NC178|Digestate|0.0|7.779642575342465|Z144|CAFO178|
S36769|NC178|Digestate|0.0|7.779642575342465|Z145|CAFO178|
S36770|NC178|Digestate|0.0|7.779642575342465|Z146|CAFO178|
S36771|NC178|Digestate|0.0|7.779642575342465|Z147|CAFO178|
S36772|NC178|Digestate|0.0|7.779642575342465|Z148|CAFO178|
S36773|NC178|Digestate|0.0|7.779642575342465|Z149|CAFO178|
S36774|NC178|Digestate|0.0|7.779642575342465|Z150|CAFO178|
S36775|NC178|Digestate|0.0|7.779642575342465|Z151|CAFO178|
S36776|NC178|Digestate|0.0|7.779642575342465|Z152|CAFO178|
S36777|NC178|Digestate|0.0|7.779642575342465|Z153|CAFO178|
S36778|NC178|Digestate|0.0|7.779642575342465|Z154|CAFO178|
S36779|NC178|Digestate|0.0|7.779642575342465|Z155|CAFO178|
S36780|NC178|Digestate|0.0|7.779642575342465|Z156|CAFO178|
S36781|NC178|Digestate|0.0|7.779642575342465|Z157|CAFO178|
S36782|NC178|Digestate|0.0|7.779642575342465|Z158|CAFO178|
S36783|NC178|Digestate|0.0|7.779642575342465|Z159|CAFO178|
S36784|NC178|Digestate|0.0|7.779642575342465|Z160|CAFO178|
S36785|NC178|Digestate|0.0|7.779642575342465|Z161|CAFO178|
S36786|NC178|Digestate|0.0|7.779642575342465|Z162|CAFO178|
S36787|NC178|Digestate|0.0|7.779642575342465|Z163|CAFO178|
S36788|NC178|Digestate|0.0|7.779642575342465|Z164|CAFO178|
S36789|NC178|Digestate|0.0|7.779642575342465|Z165|CAFO178|
