#demand,node,prod,bid,cap(tonne/year),,
d13654,n1020,p14,0.0005,4.54E+26,,
d13655,n1021,p14,0.0005,4.54E+26,,
d13656,n1022,p14,0.0005,4.54E+26,,
d13657,n1023,p14,0.0005,4.54E+26,,
d13658,n1024,p14,0.0005,4.54E+26,,
d13659,n1025,p14,0.0005,4.54E+26,,
d13660,n1026,p14,0.0005,4.54E+26,,
d13661,n1027,p14,0.0005,4.54E+26,,
d13662,n1028,p14,0.0005,4.54E+26,,
d13663,n1029,p14,0.0005,4.54E+26,,
d13664,n1030,p14,0.0005,4.54E+26,,
d13665,n1031,p14,0.0005,4.54E+26,,
d13666,n1032,p14,0.0005,4.54E+26,,
d13667,n1033,p14,0.0005,4.54E+26,,
d13668,n1034,p14,0.0005,4.54E+26,,
d13669,n1035,p14,0.0005,4.54E+26,,
d13670,n1036,p14,0.0005,4.54E+26,,
d13671,n1037,p14,0.0005,4.54E+26,,
d13672,n1038,p14,0.0005,4.54E+26,,
d13673,n1039,p14,0.0005,4.54E+26,,
d13674,n1040,p14,0.0005,4.54E+26,,
d13675,n1041,p14,0.0005,4.54E+26,,
d13676,n1042,p14,0.0005,4.54E+26,,
d13677,n1043,p14,0.0005,4.54E+26,,
d13678,n1044,p14,0.0005,4.54E+26,,
d13679,n1045,p14,0.0005,4.54E+26,,
d13680,n1046,p14,0.0005,4.54E+26,,
d13681,n1047,p14,0.0005,4.54E+26,,
d13682,n1048,p14,0.0005,4.54E+26,,
d13683,n1049,p14,0.0005,4.54E+26,,
d13684,n1050,p14,0.0005,4.54E+26,,
d13685,n1051,p14,0.0005,4.54E+26,,
d13686,n1052,p14,0.0005,4.54E+26,,
d13687,n1053,p14,0.0005,4.54E+26,,
d13688,n1054,p14,0.0005,4.54E+26,,
d13689,n1055,p14,0.0005,4.54E+26,,
d13690,n1056,p14,0.0005,4.54E+26,,
d13691,n1057,p14,0.0005,4.54E+26,,
d13692,n1058,p14,0.0005,4.54E+26,,
d13693,n1059,p14,0.0005,4.54E+26,,
d13694,n1060,p14,0.0005,4.54E+26,,
d13695,n1061,p14,0.0005,4.54E+26,,
d13696,n1062,p14,0.0005,4.54E+26,,
d13697,n1063,p14,0.0005,4.54E+26,,
d13698,n1064,p14,0.0005,4.54E+26,,
d13699,n1065,p14,0.0005,4.54E+26,,
d13700,n1066,p14,0.0005,4.54E+26,,
d13701,n1067,p14,0.0005,4.54E+26,,
d13702,n1068,p14,0.0005,4.54E+26,,
d13703,n1069,p14,0.0005,4.54E+26,,
d13704,n1070,p14,0.0005,4.54E+26,,
d13705,n1071,p14,0.0005,4.54E+26,,
d13706,n1072,p14,0.0005,4.54E+26,,
d13707,n1073,p14,0.0005,4.54E+26,,
d13708,n1074,p14,0.0005,4.54E+26,,
d13709,n1075,p14,0.0005,4.54E+26,,
d13710,n1076,p14,0.0005,4.54E+26,,
d13711,n1077,p14,0.0005,4.54E+26,,
d13712,n1078,p14,0.0005,4.54E+26,,
d13713,n1079,p14,0.0005,4.54E+26,,
d13714,n1080,p14,0.0005,4.54E+26,,
d13715,n1081,p14,0.0005,4.54E+26,,
d13716,n1082,p14,0.0005,4.54E+26,,
d13717,n1083,p14,0.0005,4.54E+26,,
d13718,n1084,p14,0.0005,4.54E+26,,
d13719,n1085,p14,0.0005,4.54E+26,,
d13720,n1086,p14,0.0005,4.54E+26,,
d13721,n1087,p14,0.0005,4.54E+26,,
d13722,n1088,p14,0.0005,4.54E+26,,
d13723,n1089,p14,0.0005,4.54E+26,,
d13724,n1090,p14,0.0005,4.54E+26,,
d13725,n1091,p14,0.0005,4.54E+26,,
d13726,n1092,p14,0.0005,4.54E+26,,
d13727,n1093,p14,0.0005,4.54E+26,,
d13728,n1094,p14,0.0005,4.54E+26,,
d13729,n1095,p14,0.0005,4.54E+26,,
d13730,n1096,p14,0.0005,4.54E+26,,
d13731,n1097,p14,0.0005,4.54E+26,,
d13732,n1098,p14,0.0005,4.54E+26,,
d13733,n1099,p14,0.0005,4.54E+26,,
d13734,n1100,p14,0.0005,4.54E+26,,
d13735,n1101,p14,0.0005,4.54E+26,,
d13736,n1102,p14,0.0005,4.54E+26,,
d13737,n1103,p14,0.0005,4.54E+26,,
d13738,n1104,p14,0.0005,4.54E+26,,
d13739,n1105,p14,0.0005,4.54E+26,,
d13740,n1106,p14,0.0005,4.54E+26,,
d13741,n1107,p14,0.0005,4.54E+26,,
d13742,n1108,p14,0.0005,4.54E+26,,
d13743,n1109,p14,0.0005,4.54E+26,,
d13744,n1110,p14,0.0005,4.54E+26,,
d13745,n1111,p14,0.0005,4.54E+26,,
d13746,n1112,p14,0.0005,4.54E+26,,
d13747,n1113,p14,0.0005,4.54E+26,,
d13748,n1114,p14,0.0005,4.54E+26,,
d13749,n1115,p14,0.0005,4.54E+26,,
d13750,n1116,p14,0.0005,4.54E+26,,
d13751,n1117,p14,0.0005,4.54E+26,,
d13752,n1118,p14,0.0005,4.54E+26,,
d13753,n1119,p14,0.0005,4.54E+26,,
d13754,n1120,p14,0.0005,4.54E+26,,
d13755,n1121,p14,0.0005,4.54E+26,,
d13756,n1122,p14,0.0005,4.54E+26,,
d13757,n1123,p14,0.0005,4.54E+26,,
d13758,n1124,p14,0.0005,4.54E+26,,
d13759,n1125,p14,0.0005,4.54E+26,,
d13760,n1126,p14,0.0005,4.54E+26,,
d13761,n1127,p14,0.0005,4.54E+26,,
d13762,n1128,p14,0.0005,4.54E+26,,
d13763,n1129,p14,0.0005,4.54E+26,,
d13764,n1130,p14,0.0005,4.54E+26,,
d13765,n1131,p14,0.0005,4.54E+26,,
d13766,n1132,p14,0.0005,4.54E+26,,
d13767,n1133,p14,0.0005,4.54E+26,,
d13768,n1134,p14,0.0005,4.54E+26,,
d13769,n1135,p14,0.0005,4.54E+26,,
d13770,n1136,p14,0.0005,4.54E+26,,
d13771,n1137,p14,0.0005,4.54E+26,,
d13772,n1138,p14,0.0005,4.54E+26,,
d13773,n1139,p14,0.0005,4.54E+26,,
d13774,n1140,p14,0.0005,4.54E+26,,
d13775,n1141,p14,0.0005,4.54E+26,,
d13776,n1142,p14,0.0005,4.54E+26,,
d13777,n1143,p14,0.0005,4.54E+26,,
d13778,n1144,p14,0.0005,4.54E+26,,
d13779,n1145,p14,0.0005,4.54E+26,,
d13780,n1146,p14,0.0005,4.54E+26,,
d13781,n1147,p14,0.0005,4.54E+26,,
d13782,n1148,p14,0.0005,4.54E+26,,
d13783,n1149,p14,0.0005,4.54E+26,,
d13784,n1150,p14,0.0005,4.54E+26,,
d13785,n1151,p14,0.0005,4.54E+26,,
d13786,n1152,p14,0.0005,4.54E+26,,
d13787,n1153,p14,0.0005,4.54E+26,,
d13788,n1154,p14,0.0005,4.54E+26,,
d13789,n1155,p14,0.0005,4.54E+26,,
d13790,n1156,p14,0.0005,4.54E+26,,
d13791,n1157,p14,0.0005,4.54E+26,,
d13792,n1158,p14,0.0005,4.54E+26,,
d13793,n1159,p14,0.0005,4.54E+26,,
d13794,n1160,p14,0.0005,4.54E+26,,
d13795,n1161,p14,0.0005,4.54E+26,,
d13796,n1162,p14,0.0005,4.54E+26,,
d13797,n1163,p14,0.0005,4.54E+26,,
d13798,n1164,p14,0.0005,4.54E+26,,
d13799,n1165,p14,0.0005,4.54E+26,,
d13800,n1166,p14,0.0005,4.54E+26,,
d13801,n1167,p14,0.0005,4.54E+26,,
d13802,n1168,p14,0.0005,4.54E+26,,
d13803,n1169,p14,0.0005,4.54E+26,,
d13804,n1170,p14,0.0005,4.54E+26,,
d13805,n1171,p14,0.0005,4.54E+26,,
d13806,n1172,p14,0.0005,4.54E+26,,
d13807,n1173,p14,0.0005,4.54E+26,,
d13808,n1174,p14,0.0005,4.54E+26,,
d13809,n1175,p14,0.0005,4.54E+26,,
d13810,n1176,p14,0.0005,4.54E+26,,
d13811,n1177,p14,0.0005,4.54E+26,,
d13812,n1178,p14,0.0005,4.54E+26,,
d13813,n1179,p14,0.0005,4.54E+26,,
d13814,n1180,p14,0.0005,4.54E+26,,
d13815,n1181,p14,0.0005,4.54E+26,,
d13816,n1182,p14,0.0005,4.54E+26,,
d13817,n1183,p14,0.0005,4.54E+26,,
d13818,n1184,p14,0.0005,4.54E+26,,
d13819,n1185,p14,0.0005,4.54E+26,,
d13820,n1186,p14,0.0005,4.54E+26,,
d13821,n1187,p14,0.0005,4.54E+26,,
d13822,n1188,p14,0.0005,4.54E+26,,
d13823,n1189,p14,0.0005,4.54E+26,,
d13824,n1190,p14,0.0005,4.54E+26,,
d13825,n1191,p14,0.0005,4.54E+26,,
d13826,n1192,p14,0.0005,4.54E+26,,
d13827,n1193,p14,0.0005,4.54E+26,,
d13828,n1194,p14,0.0005,4.54E+26,,
d13829,n1195,p14,0.0005,4.54E+26,,
d13830,n1196,p14,0.0005,4.54E+26,,
d13831,n1197,p14,0.0005,4.54E+26,,
d13832,n1198,p14,0.0005,4.54E+26,,
d13833,n1199,p14,0.0005,4.54E+26,,
d13834,n1200,p14,0.0005,4.54E+26,,
d13835,n1201,p14,0.0005,4.54E+26,,
d13836,n1202,p14,0.0005,4.54E+26,,
d13837,n1203,p14,0.0005,4.54E+26,,
d13838,n1204,p14,0.0005,4.54E+26,,
d13839,n1205,p14,0.0005,4.54E+26,,
d13840,n1206,p14,0.0005,4.54E+26,,
d13841,n1207,p14,0.0005,4.54E+26,,
d13842,n1208,p14,0.0005,4.54E+26,,
d13843,n1209,p14,0.0005,4.54E+26,,
d13844,n1210,p14,0.0005,4.54E+26,,
d13845,n1211,p14,0.0005,4.54E+26,,
d13846,n1212,p14,0.0005,4.54E+26,,
d13847,n1213,p14,0.0005,4.54E+26,,
d13848,n1214,p14,0.0005,4.54E+26,,
d13849,n1215,p14,0.0005,4.54E+26,,
d13850,n1216,p14,0.0005,4.54E+26,,
d13851,n1217,p14,0.0005,4.54E+26,,
d13852,n1218,p14,0.0005,4.54E+26,,
d13853,n1219,p14,0.0005,4.54E+26,,
d13854,n1220,p14,0.0005,4.54E+26,,
d13855,n1221,p14,0.0005,4.54E+26,,
d13856,n1222,p14,0.0005,4.54E+26,,
d13857,n1223,p14,0.0005,4.54E+26,,
d13858,n1224,p14,0.0005,4.54E+26,,
d13859,n1225,p14,0.0005,4.54E+26,,
d13860,n1226,p14,0.0005,4.54E+26,,
d13861,n1227,p14,0.0005,4.54E+26,,
d13862,n1228,p14,0.0005,4.54E+26,,
d13863,n1229,p14,0.0005,4.54E+26,,
d13864,n1230,p14,0.0005,4.54E+26,,
d13865,n1231,p14,0.0005,4.54E+26,,
d13866,n1232,p14,0.0005,4.54E+26,,
d13867,n1233,p14,0.0005,4.54E+26,,
d13868,n1234,p14,0.0005,4.54E+26,,
d13869,n1235,p14,0.0005,4.54E+26,,
d13870,n1236,p14,0.0005,4.54E+26,,
d13871,n1237,p14,0.0005,4.54E+26,,
d13872,n1238,p14,0.0005,4.54E+26,,
d13873,n1239,p14,0.0005,4.54E+26,,
d13874,n1240,p14,0.0005,4.54E+26,,
d13875,n1241,p14,0.0005,4.54E+26,,
d13876,n1242,p14,0.0005,4.54E+26,,
d13877,n1243,p14,0.0005,4.54E+26,,
d13878,n1244,p14,0.0005,4.54E+26,,
d13879,n1245,p14,0.0005,4.54E+26,,
d13880,n1246,p14,0.0005,4.54E+26,,
d13881,n1247,p14,0.0005,4.54E+26,,
d13882,n1248,p14,0.0005,4.54E+26,,
d13883,n1249,p14,0.0005,4.54E+26,,
d13884,n1250,p14,0.0005,4.54E+26,,
d13885,n1251,p14,0.0005,4.54E+26,,
d13886,n1252,p14,0.0005,4.54E+26,,
d13887,n1253,p14,0.0005,4.54E+26,,
d13888,n1254,p14,0.0005,4.54E+26,,
d13889,n1255,p14,0.0005,4.54E+26,,
d13890,n1256,p14,0.0005,4.54E+26,,
d13891,n1257,p14,0.0005,4.54E+26,,
d13892,n1258,p14,0.0005,4.54E+26,,
d13893,n1259,p14,0.0005,4.54E+26,,
d13894,n1260,p14,0.0005,4.54E+26,,
d13895,n1261,p14,0.0005,4.54E+26,,
d13896,n1262,p14,0.0005,4.54E+26,,
d13897,n1263,p14,0.0005,4.54E+26,,
d13898,n1264,p14,0.0005,4.54E+26,,
d13899,n1265,p14,0.0005,4.54E+26,,
d13900,n1266,p14,0.0005,4.54E+26,,
d13901,n1267,p14,0.0005,4.54E+26,,
d13902,n1268,p14,0.0005,4.54E+26,,
d13903,n1269,p14,0.0005,4.54E+26,,
d13904,n1270,p14,0.0005,4.54E+26,,
d13905,n1271,p14,0.0005,4.54E+26,,
d13906,n1272,p14,0.0005,4.54E+26,,
d13907,n1273,p14,0.0005,4.54E+26,,
d13908,n1274,p14,0.0005,4.54E+26,,
d13909,n1275,p14,0.0005,4.54E+26,,
d13910,n1276,p14,0.0005,4.54E+26,,
d13911,n1277,p14,0.0005,4.54E+26,,
d13912,n1278,p14,0.0005,4.54E+26,,
d13913,n1279,p14,0.0005,4.54E+26,,
d13914,n1280,p14,0.0005,4.54E+26,,
d13915,n1281,p14,0.0005,4.54E+26,,
d13916,n1282,p14,0.0005,4.54E+26,,
d13917,n1283,p14,0.0005,4.54E+26,,
d13918,n1284,p14,0.0005,4.54E+26,,
d13919,n1285,p14,0.0005,4.54E+26,,
d13920,n1286,p14,0.0005,4.54E+26,,
d13921,n1287,p14,0.0005,4.54E+26,,
d13922,n1288,p14,0.0005,4.54E+26,,
d13923,n1289,p14,0.0005,4.54E+26,,
d13924,n1290,p14,0.0005,4.54E+26,,
d13925,n1291,p14,0.0005,4.54E+26,,
d13926,n1292,p14,0.0005,4.54E+26,,
d13927,n1293,p14,0.0005,4.54E+26,,
d13928,n1294,p14,0.0005,4.54E+26,,
d13929,n1295,p14,0.0005,4.54E+26,,
d13930,n1296,p14,0.0005,4.54E+26,,
d13931,n1297,p14,0.0005,4.54E+26,,
d13932,n1298,p14,0.0005,4.54E+26,,
d13933,n1299,p14,0.0005,4.54E+26,,
d13934,n1300,p14,0.0005,4.54E+26,,
d13935,n1301,p14,0.0005,4.54E+26,,
d13936,n1302,p14,0.0005,4.54E+26,,
d13937,n1303,p14,0.0005,4.54E+26,,
d13938,n1304,p14,0.0005,4.54E+26,,
d13939,n1305,p14,0.0005,4.54E+26,,
d13940,n1306,p14,0.0005,4.54E+26,,
d13941,n1307,p14,0.0005,4.54E+26,,
d13942,n1308,p14,0.0005,4.54E+26,,
d13943,n1309,p14,0.0005,4.54E+26,,
d13944,n1310,p14,0.0005,4.54E+26,,
d13945,n1311,p14,0.0005,4.54E+26,,
d13946,n1312,p14,0.0005,4.54E+26,,
d13947,n1313,p14,0.0005,4.54E+26,,
d13948,n1314,p14,0.0005,4.54E+26,,
d13949,n1315,p14,0.0005,4.54E+26,,
d13950,n1316,p14,0.0005,4.54E+26,,
d13951,n1317,p14,0.0005,4.54E+26,,
d13952,n1318,p14,0.0005,4.54E+26,,
d13953,n1319,p14,0.0005,4.54E+26,,
d13954,n1320,p14,0.0005,4.54E+26,,
d13955,n1321,p14,0.0005,4.54E+26,,
d13956,n1322,p14,0.0005,4.54E+26,,
d13957,n1323,p14,0.0005,4.54E+26,,
d13958,n1324,p14,0.0005,4.54E+26,,
d13959,n1325,p14,0.0005,4.54E+26,,
d13960,n1326,p14,0.0005,4.54E+26,,
d13961,n1327,p14,0.0005,4.54E+26,,
d13962,n1328,p14,0.0005,4.54E+26,,
d13963,n1329,p14,0.0005,4.54E+26,,
d13964,n1330,p14,0.0005,4.54E+26,,
d13965,n1331,p14,0.0005,4.54E+26,,
d13966,n1332,p14,0.0005,4.54E+26,,
d13967,n1333,p14,0.0005,4.54E+26,,
d13968,n1334,p14,0.0005,4.54E+26,,
d13969,n1335,p14,0.0005,4.54E+26,,
d13970,n1336,p14,0.0005,4.54E+26,,
d13971,n1337,p14,0.0005,4.54E+26,,
d13972,n1338,p14,0.0005,4.54E+26,,
d13973,n1339,p14,0.0005,4.54E+26,,
d13974,n1340,p14,0.0005,4.54E+26,,
d13975,n1341,p14,0.0005,4.54E+26,,
d13976,n1342,p14,0.0005,4.54E+26,,
d13977,n1343,p14,0.0005,4.54E+26,,
d13978,n1344,p14,0.0005,4.54E+26,,
d13979,n1345,p14,0.0005,4.54E+26,,
d13980,n1346,p14,0.0005,4.54E+26,,
d13981,n1347,p14,0.0005,4.54E+26,,
d13982,n1348,p14,0.0005,4.54E+26,,
d13983,n1349,p14,0.0005,4.54E+26,,
d13984,n1350,p14,0.0005,4.54E+26,,
d13985,n1351,p14,0.0005,4.54E+26,,
d13986,n1352,p14,0.0005,4.54E+26,,
d13987,n1353,p14,0.0005,4.54E+26,,
d13988,n1354,p14,0.0005,4.54E+26,,
d13989,n1355,p14,0.0005,4.54E+26,,
d13990,n1356,p14,0.0005,4.54E+26,,
d13991,n1357,p14,0.0005,4.54E+26,,
d13992,n1358,p14,0.0005,4.54E+26,,
d13993,n1359,p14,0.0005,4.54E+26,,
d13994,n1360,p14,0.0005,4.54E+26,,
d13995,n1361,p14,0.0005,4.54E+26,,
d13996,n1362,p14,0.0005,4.54E+26,,
d13997,n1363,p14,0.0005,4.54E+26,,
d13998,n1364,p14,0.0005,4.54E+26,,
d13999,n1365,p14,0.0005,4.54E+26,,
d14000,n1366,p14,0.0005,4.54E+26,,
d14001,n1367,p14,0.0005,4.54E+26,,
d14002,n1368,p14,0.0005,4.54E+26,,
d14003,n1369,p14,0.0005,4.54E+26,,
d14004,n1370,p14,0.0005,4.54E+26,,
d14005,n204,p18,0,4.54E+26,,
d14006,n205,p18,0,4.54E+26,,
d14007,n206,p18,0,4.54E+26,,
d14008,n207,p18,0,4.54E+26,,
d14009,n208,p18,0,4.54E+26,,
d14010,n209,p18,0,4.54E+26,,
d14011,n210,p18,0,4.54E+26,,
d14012,n211,p18,0,4.54E+26,,
d14013,n212,p18,0,4.54E+26,,
d14014,n213,p18,0,4.54E+26,,
d14015,n214,p18,0,4.54E+26,,
d14016,n215,p18,0,4.54E+26,,
d14017,n216,p18,0,4.54E+26,,
d14018,n217,p18,0,4.54E+26,,
d14019,n218,p18,0,4.54E+26,,
d14020,n219,p18,0,4.54E+26,,
d14021,n220,p18,0,4.54E+26,,
d14022,n221,p18,0,4.54E+26,,
d14023,n222,p18,0,4.54E+26,,
d14024,n223,p18,0,4.54E+26,,
d14025,n224,p18,0,4.54E+26,,
d14026,n225,p18,0,4.54E+26,,
d14027,n226,p18,0,4.54E+26,,
d14028,n227,p18,0,4.54E+26,,
d14029,n228,p18,0,4.54E+26,,
d14030,n229,p18,0,4.54E+26,,
d14031,n230,p18,0,4.54E+26,,
d14032,n231,p18,0,4.54E+26,,
d14033,n232,p18,0,4.54E+26,,
d14034,n233,p18,0,4.54E+26,,
d14035,n234,p18,0,4.54E+26,,
d14036,n235,p18,0,4.54E+26,,
d14037,n236,p18,0,4.54E+26,,
d14038,n237,p18,0,4.54E+26,,
d14039,n238,p18,0,4.54E+26,,
d14040,n239,p18,0,4.54E+26,,
d14041,n240,p18,0,4.54E+26,,
d14042,n241,p18,0,4.54E+26,,
d14043,n242,p18,0,4.54E+26,,
d14044,n243,p18,0,4.54E+26,,
d14045,n244,p18,0,4.54E+26,,
d14046,n245,p18,0,4.54E+26,,
d14047,n246,p18,0,4.54E+26,,
d14048,n247,p18,0,4.54E+26,,
d14049,n248,p18,0,4.54E+26,,
d14050,n249,p18,0,4.54E+26,,
d14051,n250,p18,0,4.54E+26,,
d14052,n251,p18,0,4.54E+26,,
d14053,n252,p18,0,4.54E+26,,
d14054,n253,p18,0,4.54E+26,,
d14055,n254,p18,0,4.54E+26,,
d14056,n255,p18,0,4.54E+26,,
d14057,n256,p18,0,4.54E+26,,
d14058,n257,p18,0,4.54E+26,,
d14059,n258,p18,0,4.54E+26,,
d14060,n259,p18,0,4.54E+26,,
d14061,n260,p18,0,4.54E+26,,
d14062,n261,p18,0,4.54E+26,,
d14063,n262,p18,0,4.54E+26,,
d14064,n263,p18,0,4.54E+26,,
d14065,n264,p18,0,4.54E+26,,
d14066,n265,p18,0,4.54E+26,,
d14067,n266,p18,0,4.54E+26,,
d14068,n267,p18,0,4.54E+26,,
d14069,n268,p18,0,4.54E+26,,
d14070,n269,p18,0,4.54E+26,,
d14071,n270,p18,0,4.54E+26,,
d14072,n271,p18,0,4.54E+26,,
d14073,n272,p18,0,4.54E+26,,
d14074,n273,p18,0,4.54E+26,,
d14075,n274,p18,0,4.54E+26,,
d14076,n275,p18,0,4.54E+26,,
d14077,n276,p18,0,4.54E+26,,
d14078,n277,p18,0,4.54E+26,,
d14079,n278,p18,0,4.54E+26,,
d14080,n279,p18,0,4.54E+26,,
d14081,n280,p18,0,4.54E+26,,
d14082,n281,p18,0,4.54E+26,,
d14083,n282,p18,0,4.54E+26,,
d14084,n283,p18,0,4.54E+26,,
d14085,n284,p18,0,4.54E+26,,
d14086,n285,p18,0,4.54E+26,,
d14087,n286,p18,0,4.54E+26,,
d14088,n287,p18,0,4.54E+26,,
d14089,n288,p18,0,4.54E+26,,
d14090,n289,p18,0,4.54E+26,,
d14091,n290,p18,0,4.54E+26,,
d14092,n291,p18,0,4.54E+26,,
d14093,n292,p18,0,4.54E+26,,
d14094,n293,p18,0,4.54E+26,,
d14095,n294,p18,0,4.54E+26,,
d14096,n295,p18,0,4.54E+26,,
d14097,n296,p18,0,4.54E+26,,
d14098,n297,p18,0,4.54E+26,,
d14099,n298,p18,0,4.54E+26,,
d14100,n299,p18,0,4.54E+26,,
d14101,n300,p18,0,4.54E+26,,
d14102,n301,p18,0,4.54E+26,,
d14103,n302,p18,0,4.54E+26,,
d14104,n303,p18,0,4.54E+26,,
d14105,n304,p18,0,4.54E+26,,
d14106,n305,p18,0,4.54E+26,,
d14107,n306,p18,0,4.54E+26,,
d14108,n307,p18,0,4.54E+26,,
d14109,n308,p18,0,4.54E+26,,
d14110,n309,p18,0,4.54E+26,,
d14111,n310,p18,0,4.54E+26,,
d14112,n311,p18,0,4.54E+26,,
d14113,n312,p18,0,4.54E+26,,
d14114,n313,p18,0,4.54E+26,,
d14115,n314,p18,0,4.54E+26,,
d14116,n315,p18,0,4.54E+26,,
d14117,n316,p18,0,4.54E+26,,
d14118,n317,p18,0,4.54E+26,,
d14119,n318,p18,0,4.54E+26,,
d14120,n319,p18,0,4.54E+26,,
d14121,n320,p18,0,4.54E+26,,
d14122,n321,p18,0,4.54E+26,,
d14123,n322,p18,0,4.54E+26,,
d14124,n323,p18,0,4.54E+26,,
d14125,n324,p18,0,4.54E+26,,
d14126,n325,p18,0,4.54E+26,,
d14127,n326,p18,0,4.54E+26,,
d14128,n327,p18,0,4.54E+26,,
d14129,n328,p18,0,4.54E+26,,
d14130,n329,p18,0,4.54E+26,,
d14131,n330,p18,0,4.54E+26,,
d14132,n331,p18,0,4.54E+26,,
d14133,n332,p18,0,4.54E+26,,
d14134,n333,p18,0,4.54E+26,,
d14135,n334,p18,0,4.54E+26,,
d14136,n335,p18,0,4.54E+26,,
d14137,n336,p18,0,4.54E+26,,
d14138,n337,p18,0,4.54E+26,,
d14139,n338,p18,0,4.54E+26,,
d14140,n339,p18,0,4.54E+26,,
d14141,n340,p18,0,4.54E+26,,
d14142,n341,p18,0,4.54E+26,,
d14143,n342,p18,0,4.54E+26,,
d14144,n343,p18,0,4.54E+26,,
d14145,n344,p18,0,4.54E+26,,
d14146,n345,p18,0,4.54E+26,,
d14147,n346,p18,0,4.54E+26,,
d14148,n347,p18,0,4.54E+26,,
d14149,n348,p18,0,4.54E+26,,
d14150,n349,p18,0,4.54E+26,,
d14151,n350,p18,0,4.54E+26,,
d14152,n351,p18,0,4.54E+26,,
d14153,n352,p18,0,4.54E+26,,
d14154,n353,p18,0,4.54E+26,,
d14155,n354,p18,0,4.54E+26,,
d14156,n355,p18,0,4.54E+26,,
d14157,n356,p18,0,4.54E+26,,
d14158,n357,p18,0,4.54E+26,,
d14159,n358,p18,0,4.54E+26,,
d14160,n359,p18,0,4.54E+26,,
d14161,n360,p18,0,4.54E+26,,
d14162,n361,p18,0,4.54E+26,,
d14163,n362,p18,0,4.54E+26,,
d14164,n363,p18,0,4.54E+26,,
d14165,n364,p18,0,4.54E+26,,
d14166,n365,p18,0,4.54E+26,,
d14167,n366,p18,0,4.54E+26,,
d14168,n367,p18,0,4.54E+26,,
d14169,n368,p18,0,4.54E+26,,
d14170,n369,p18,0,4.54E+26,,
d14171,n370,p18,0,4.54E+26,,
d14172,n371,p18,0,4.54E+26,,
d14173,n372,p18,0,4.54E+26,,
d14174,n373,p18,0,4.54E+26,,
d14175,n374,p18,0,4.54E+26,,
d14176,n375,p18,0,4.54E+26,,
d14177,n376,p18,0,4.54E+26,,
d14178,n377,p18,0,4.54E+26,,
d14179,n378,p18,0,4.54E+26,,
d14180,n379,p18,0,4.54E+26,,
d14181,n380,p18,0,4.54E+26,,
d14182,n381,p18,0,4.54E+26,,
d14183,n382,p18,0,4.54E+26,,
d14184,n383,p18,0,4.54E+26,,
d14185,n384,p18,0,4.54E+26,,
d14186,n385,p18,0,4.54E+26,,
d14187,n386,p18,0,4.54E+26,,
d14188,n387,p18,0,4.54E+26,,
d14189,n388,p18,0,4.54E+26,,
d14190,n389,p18,0,4.54E+26,,
d14191,n390,p18,0,4.54E+26,,
d14192,n391,p18,0,4.54E+26,,
d14193,n392,p18,0,4.54E+26,,
d14194,n393,p18,0,4.54E+26,,
d14195,n394,p18,0,4.54E+26,,
d14196,n395,p18,0,4.54E+26,,
d14197,n396,p18,0,4.54E+26,,
d14198,n397,p18,0,4.54E+26,,
d14199,n398,p18,0,4.54E+26,,
d14200,n399,p18,0,4.54E+26,,
d14201,n400,p18,0,4.54E+26,,
d14202,n401,p18,0,4.54E+26,,
d14203,n402,p18,0,4.54E+26,,
d14204,n403,p18,0,4.54E+26,,
d14205,n404,p18,0,4.54E+26,,
d14206,n405,p18,0,4.54E+26,,
d14207,n406,p18,0,4.54E+26,,
d14208,n407,p18,0,4.54E+26,,
d14209,n408,p18,0,4.54E+26,,
d14210,n409,p18,0,4.54E+26,,
d14211,n410,p18,0,4.54E+26,,
d14212,n411,p18,0,4.54E+26,,
d14213,n412,p18,0,4.54E+26,,
d14214,n413,p18,0,4.54E+26,,
d14215,n414,p18,0,4.54E+26,,
d14216,n415,p18,0,4.54E+26,,
d14217,n416,p18,0,4.54E+26,,
d14218,n417,p18,0,4.54E+26,,
d14219,n418,p18,0,4.54E+26,,
d14220,n419,p18,0,4.54E+26,,
d14221,n420,p18,0,4.54E+26,,
d14222,n421,p18,0,4.54E+26,,
d14223,n422,p18,0,4.54E+26,,
d14224,n423,p18,0,4.54E+26,,
d14225,n424,p18,0,4.54E+26,,
d14226,n425,p18,0,4.54E+26,,
d14227,n426,p18,0,4.54E+26,,
d14228,n427,p18,0,4.54E+26,,
d14229,n428,p18,0,4.54E+26,,
d14230,n429,p18,0,4.54E+26,,
d14231,n430,p18,0,4.54E+26,,
d14232,n431,p18,0,4.54E+26,,
d14233,n432,p18,0,4.54E+26,,
d14234,n433,p18,0,4.54E+26,,
d14235,n434,p18,0,4.54E+26,,
d14236,n435,p18,0,4.54E+26,,
d14237,n436,p18,0,4.54E+26,,
d14238,n437,p18,0,4.54E+26,,
d14239,n438,p18,0,4.54E+26,,
d14240,n439,p18,0,4.54E+26,,
d14241,n440,p18,0,4.54E+26,,
d14242,n441,p18,0,4.54E+26,,
d14243,n442,p18,0,4.54E+26,,
d14244,n443,p18,0,4.54E+26,,
d14245,n444,p18,0,4.54E+26,,
d14246,n445,p18,0,4.54E+26,,
d14247,n446,p18,0,4.54E+26,,
d14248,n447,p18,0,4.54E+26,,
d14249,n448,p18,0,4.54E+26,,
d14250,n449,p18,0,4.54E+26,,
d14251,n450,p18,0,4.54E+26,,
